mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,mean_fitness,mean_accuracy,mean_error_chance,mean_error_utility,mean_entropy_norm,mean_util_dev,mean_gen_cpu
both,non_symmetric,1.0,1.0,softmax,top50,1,5,1,1.359765,51.24,1.430836,18.728298,12.971466,37.031858,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,1,5,2,0.910627,51.76,1.363237,17.034213,14.526709,35.488802,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,1,5,3,0.760283,52.56,1.401191,17.191974,14.549589,36.133581,0.0500
both,non_symmetric,1.0,1.0,softmax,top50,1,5,4,0.621776,54.50,1.347480,16.685382,14.975080,35.504986,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,1,5,5,0.340571,56.78,1.348094,16.813109,14.931071,35.618087,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,1,5,6,0.257471,57.48,1.306881,17.603644,15.036267,36.088616,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,1,5,7,0.113965,58.34,1.266014,17.317341,15.016060,36.141754,0.0500
both,non_symmetric,1.0,1.0,softmax,top50,1,5,8,0.079065,58.06,1.296449,17.662788,15.082186,36.135529,0.0500
both,non_symmetric,1.0,1.0,softmax,top50,2,10,1,2.607665,51.24,1.430836,18.728298,12.971466,37.031858,0.0563
both,non_symmetric,1.0,1.0,softmax,top50,2,10,2,2.076718,51.46,1.311161,16.609212,14.592035,35.709246,0.0594
both,non_symmetric,1.0,1.0,softmax,top50,2,10,3,1.586601,53.92,1.304182,16.412435,14.640212,36.213048,0.0688
both,non_symmetric,1.0,1.0,softmax,top50,2,10,4,1.569645,54.90,1.272243,15.751994,14.994857,35.279097,0.0688
both,non_symmetric,1.0,1.0,softmax,top50,2,10,5,1.232971,57.80,1.248422,15.515738,15.151002,35.502386,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,2,10,6,0.739702,57.98,1.218833,15.956125,15.202791,35.934109,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,2,10,7,0.637107,58.56,1.187755,15.564053,15.309322,35.854410,0.0719
both,non_symmetric,1.0,1.0,softmax,top50,2,10,8,0.460394,59.78,1.194865,15.797661,15.251118,35.764299,0.0563
both,non_symmetric,1.0,1.0,softmax,top50,2,10,9,0.301066,60.62,1.167923,15.819845,15.303678,36.400269,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,2,10,10,0.285117,59.94,1.167607,15.883998,15.278114,36.512636,0.0656
both,non_symmetric,1.0,1.0,softmax,top50,2,10,11,0.196601,60.64,1.161608,15.995823,15.237369,36.615124,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,2,10,12,0.173908,60.70,1.175600,16.023711,15.177104,36.563316,0.0656
both,non_symmetric,1.0,1.0,softmax,top50,2,10,13,0.148915,60.72,1.194192,16.305079,15.203806,36.798645,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,4,20,1,5.503259,51.24,1.430836,18.728298,12.971466,37.031858,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,4,20,2,4.654943,51.78,1.298766,16.139924,14.646045,35.633133,0.0469
both,non_symmetric,1.0,1.0,softmax,top50,4,20,3,3.995650,52.30,1.300480,15.936573,14.733036,35.796854,0.0469
both,non_symmetric,1.0,1.0,softmax,top50,4,20,4,4.160568,53.16,1.303428,15.357785,14.920021,35.513087,0.0500
both,non_symmetric,1.0,1.0,softmax,top50,4,20,5,3.573918,56.82,1.336245,15.594589,14.928624,36.031386,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,4,20,6,3.163547,56.24,1.293987,15.945576,15.018577,35.880810,0.0563
both,non_symmetric,1.0,1.0,softmax,top50,4,20,7,2.645507,58.42,1.226436,14.830639,15.166624,35.584192,0.0500
both,non_symmetric,1.0,1.0,softmax,top50,4,20,8,2.109718,61.48,1.269010,15.032759,15.234887,35.357507,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,4,20,9,1.511481,65.06,1.236144,15.360925,15.330339,36.537328,0.0500
both,non_symmetric,1.0,1.0,softmax,top50,4,20,10,1.257188,65.16,1.277720,14.544687,15.349847,36.376203,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,4,20,11,0.852667,67.12,1.297795,15.486411,15.275337,36.802617,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,4,20,12,0.571073,67.02,1.311412,16.076474,15.341823,37.592513,0.0437
both,non_symmetric,1.0,1.0,softmax,top50,4,20,13,0.414707,68.60,1.338051,16.821952,15.351656,37.916463,0.0531
both,non_symmetric,1.0,1.0,softmax,top50,4,20,14,0.227492,70.18,1.325858,17.186177,15.174231,38.243589,0.0469
both,non_symmetric,1.0,1.0,softmax,top50,4,20,15,0.158023,70.06,1.325473,17.186636,15.079942,37.993977,0.0469
both,non_symmetric,1.0,1.0,softmax,top50,4,20,16,0.137130,69.88,1.306194,17.150878,15.254935,38.331655,0.0469
both,non_symmetric,1.0,1.0,softmax,top50,4,20,17,0.100108,69.72,1.298107,17.318006,15.149411,38.452555,0.0469
both,non_symmetric,1.0,1.0,softmax,top50,4,20,18,0.082160,70.36,1.300164,17.277036,15.135873,38.219941,0.0469
both,non_symmetric,1.0,1.0,softmax,top50,4,20,19,0.067544,70.54,1.320889,17.333744,15.157065,38.464752,0.0437
both,non_symmetric,1.0,1.0,softmax,top50,8,40,1,10.488878,51.24,1.430836,18.728298,12.971466,37.031858,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,8,40,2,9.149814,52.16,1.318775,16.081609,14.724541,35.773776,0.0750
both,non_symmetric,1.0,1.0,softmax,top50,8,40,3,8.077630,54.84,1.341372,15.896185,14.785883,35.704019,0.0656
both,non_symmetric,1.0,1.0,softmax,top50,8,40,4,7.992805,55.46,1.312157,15.080854,14.943780,35.377305,0.0594
both,non_symmetric,1.0,1.0,softmax,top50,8,40,5,7.127091,57.34,1.321610,15.080025,15.005867,35.580853,0.0594
both,non_symmetric,1.0,1.0,softmax,top50,8,40,6,6.426542,58.18,1.271643,15.156498,15.180108,35.278445,0.0594
both,non_symmetric,1.0,1.0,softmax,top50,8,40,7,5.582673,61.36,1.206658,14.334581,15.303844,35.071998,0.0594
both,non_symmetric,1.0,1.0,softmax,top50,8,40,8,4.514624,65.54,1.213262,14.298224,15.427583,35.250724,0.0594
both,non_symmetric,1.0,1.0,softmax,top50,8,40,9,3.137369,69.88,1.172189,14.420117,15.376892,36.514441,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,8,40,10,2.946242,70.94,1.198093,14.409041,15.397098,36.726238,0.0656
both,non_symmetric,1.0,1.0,softmax,top50,8,40,11,2.236137,73.34,1.176111,14.802817,15.359593,37.200960,0.0563
both,non_symmetric,1.0,1.0,softmax,top50,8,40,12,1.498098,75.70,1.168915,15.165182,15.278586,37.434990,0.0656
both,non_symmetric,1.0,1.0,softmax,top50,8,40,13,1.094076,78.72,1.174522,15.577912,15.308788,37.442740,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,8,40,14,0.843281,79.22,1.185303,15.686355,14.969453,37.945550,0.0563
both,non_symmetric,1.0,1.0,softmax,top50,8,40,15,0.464191,80.20,1.194483,16.166501,14.936651,38.539954,0.0719
both,non_symmetric,1.0,1.0,softmax,top50,8,40,16,0.399525,80.46,1.161515,16.730961,15.036134,38.891454,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,8,40,17,0.240925,79.96,1.175633,16.747014,14.957511,38.836774,0.0688
both,non_symmetric,1.0,1.0,softmax,top50,8,40,18,0.198177,79.54,1.185434,16.811153,14.882523,38.768542,0.0688
both,non_symmetric,1.0,1.0,softmax,top50,8,40,19,0.167677,80.38,1.196226,16.901675,14.976063,39.081836,0.0656
both,non_symmetric,1.0,1.0,softmax,top50,8,40,20,0.135029,80.20,1.185898,16.942044,14.968299,39.062495,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,8,40,21,0.129787,80.10,1.200310,17.042699,14.923955,39.067386,0.0656
both,non_symmetric,1.0,1.0,softmax,top50,8,40,22,0.125282,79.80,1.225401,17.025136,14.909474,39.145054,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,8,40,23,0.112973,79.30,1.227528,17.110637,14.894059,39.306157,0.0625
both,non_symmetric,1.0,1.0,softmax,top50,8,40,24,0.118316,79.48,1.204019,17.017143,14.790019,39.260467,0.0594
both,non_symmetric,1.0,1.0,softmax,top50,8,40,25,0.108278,78.84,1.212937,17.084959,14.708549,39.352662,0.0594
both,non_symmetric,1.0,1.0,regret,top50,1,5,1,1.102090,51.24,1.430836,18.728298,12.971466,37.031858,0.0437
both,non_symmetric,1.0,1.0,regret,top50,1,5,2,0.901421,51.42,1.446183,18.465522,13.301530,36.625240,0.0469
