mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,rep,seed,stop_generation,best_fitness,best_accuracy,best_mse_chance,best_mse_utility,best_entropy_norm,best_util_dev,cpu_per_gen,cpu_total
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,4,46,14,0.858856,100.00,0.769009,13.262794,0.412628,44.444444,0.4688,6.5625
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,5,47,17,1.001696,100.00,0.580808,13.342583,0.412628,44.444444,0.4513,7.6719
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,6,48,18,0.815219,100.00,0.847413,11.406830,0.412628,44.444444,0.4071,7.3281
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,7,49,10,1.148037,100.00,0.659187,10.077392,0.412628,44.444444,0.3406,3.4062
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,8,50,16,1.003478,100.00,0.711210,10.833622,0.412628,44.444444,0.3408,5.4531
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,9,51,19,1.604118,100.00,0.666714,13.772690,0.412628,44.444444,0.3380,6.4219
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,0,42,20,2.969968,100.00,0.964033,8.468031,0.412628,44.444444,0.3625,7.2500
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,1,43,20,2.804652,100.00,0.663456,8.467750,0.412628,44.444444,0.3555,7.1094
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,2,44,27,2.360579,100.00,1.119765,8.468031,0.412628,44.444444,0.4815,13.0000
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,3,45,22,2.138515,90.00,1.263505,10.976992,0.412628,44.444444,0.3501,7.7031
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,4,46,18,2.571113,100.00,0.784955,10.161815,0.412628,44.444444,0.3594,6.4688
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,5,47,17,2.153680,100.00,0.755200,10.976992,0.412628,44.444444,0.3548,6.0312
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,6,48,22,1.252752,100.00,1.059523,10.833622,0.412628,44.444444,0.3558,7.8281
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,7,49,19,2.291605,100.00,0.927641,8.468031,0.412628,44.444444,0.3479,6.6094
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,8,50,19,1.066088,100.00,1.160494,11.693837,0.412628,44.444444,0.3553,6.7500
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,9,51,11,8.631248,100.00,0.709405,10.782517,0.412628,44.444444,0.3480,3.8281
both,symmetric,1.0,1.0,binary,top50,1,5,20,0,42,2,0.390000,90.00,0.517579,4.719520,6.778799,44.437696,0.3281,0.6562
both,symmetric,1.0,1.0,binary,top50,1,5,20,1,43,2,0.377500,85.00,0.494527,4.024459,7.027575,44.387681,0.3125,0.6250
both,symmetric,1.0,1.0,binary,top50,1,5,20,2,44,2,0.335000,85.00,0.611169,5.197191,6.437458,44.393464,0.3203,0.6406
both,symmetric,1.0,1.0,binary,top50,1,5,20,3,45,2,0.332500,90.00,0.528465,5.310161,5.981224,44.354062,0.2969,0.5938
both,symmetric,1.0,1.0,binary,top50,1,5,20,4,46,2,0.332500,95.00,0.530184,5.781016,6.549095,44.344390,0.3281,0.6562
both,symmetric,1.0,1.0,binary,top50,1,5,20,5,47,2,0.367500,85.00,0.510421,5.455628,6.665194,44.372377,0.3281,0.6562
both,symmetric,1.0,1.0,binary,top50,1,5,20,6,48,1,0.497500,85.00,0.416073,5.019251,8.884379,44.407062,0.2969,0.2969
both,symmetric,1.0,1.0,binary,top50,1,5,20,7,49,2,0.345000,85.00,0.546591,5.480503,6.721173,44.396567,0.3047,0.6094
both,symmetric,1.0,1.0,binary,top50,1,5,20,8,50,2,0.357500,95.00,0.545695,4.729979,6.839989,44.397950,0.2891,0.5781
both,symmetric,1.0,1.0,binary,top50,1,5,20,9,51,1,0.487500,90.00,0.546935,6.067942,8.622777,44.350910,0.2969,0.2969
both,symmetric,1.0,1.0,binary,top50,2,10,20,0,42,4,0.620000,90.00,0.767350,6.807028,3.325986,44.443929,0.3164,1.2656
both,symmetric,1.0,1.0,binary,top50,2,10,20,1,43,2,0.760000,85.00,0.544142,5.479394,7.019460,44.418145,0.2969,0.5938
both,symmetric,1.0,1.0,binary,top50,2,10,20,2,44,5,0.560000,90.00,0.678075,6.004655,0.730060,44.444444,0.3094,1.5469
both,symmetric,1.0,1.0,binary,top50,2,10,20,3,45,4,0.545000,95.00,0.565902,4.019770,3.410337,44.444435,0.3203,1.2812
both,symmetric,1.0,1.0,binary,top50,2,10,20,4,46,5,0.527500,85.00,0.705058,6.715680,1.737502,44.444414,0.3125,1.5625
both,symmetric,1.0,1.0,binary,top50,2,10,20,5,47,4,0.575000,95.00,0.546884,9.010388,2.838841,44.443353,0.2891,1.1562
both,symmetric,1.0,1.0,binary,top50,2,10,20,6,48,5,0.550000,95.00,0.606713,6.859302,1.236194,44.444058,0.3250,1.6250
both,symmetric,1.0,1.0,binary,top50,2,10,20,7,49,4,0.540000,95.00,0.649495,6.363941,2.224541,44.427483,0.3047,1.2188
both,symmetric,1.0,1.0,binary,top50,2,10,20,8,50,4,0.602500,95.00,0.600378,6.804614,3.107212,44.444431,0.3047,1.2188
both,symmetric,1.0,1.0,binary,top50,2,10,20,9,51,6,0.505000,95.00,0.662690,4.911580,0.803592,44.444444,0.3099,1.8594
both,symmetric,1.0,1.0,binary,top50,4,20,20,0,42,8,0.735000,95.00,0.687547,7.946613,0.562012,44.444444,0.3184,2.5469
both,symmetric,1.0,1.0,binary,top50,4,20,20,1,43,9,0.642500,100.00,0.583768,8.467723,0.412629,44.444444,0.3264,2.9375
both,symmetric,1.0,1.0,binary,top50,4,20,20,2,44,9,0.737500,100.00,0.796998,6.434324,0.412629,44.444444,0.3142,2.8281
both,symmetric,1.0,1.0,binary,top50,4,20,20,3,45,12,0.580000,100.00,0.858899,8.468021,0.412628,44.444444,0.3125,3.7500
