mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,rep,seed,stop_generation,best_fitness,best_accuracy,best_mse_chance,best_mse_utility,best_entropy_norm,best_util_dev,cpu_per_gen,cpu_total
both,symmetric,1.0,1.0,binary,top50,4,20,20,1,43,9,0.520000,90.00,0.473414,5.847417,13.297150,44.256963,0.0451,0.4062
both,symmetric,1.0,1.0,binary,top50,4,20,20,2,44,15,0.520000,95.00,1.162867,7.213632,10.456071,43.293105,0.0437,0.6562
both,symmetric,1.0,1.0,binary,top50,4,20,20,3,45,8,0.560000,85.00,0.742199,4.333757,13.337583,43.452814,0.0430,0.3438
both,symmetric,1.0,1.0,binary,top50,4,20,20,4,46,8,0.680000,90.00,0.652427,9.939087,11.484742,43.301603,0.0410,0.3281
both,symmetric,1.0,1.0,binary,top50,4,20,20,5,47,11,0.500000,95.00,0.513263,7.066009,12.761039,43.896260,0.0426,0.4688
both,symmetric,1.0,1.0,binary,top50,4,20,20,6,48,9,0.540000,90.00,0.872035,9.528716,13.076571,43.854441,0.0434,0.3906
both,symmetric,1.0,1.0,binary,top50,4,20,20,7,49,5,0.560000,95.00,0.616003,4.139302,10.188674,44.256322,0.0437,0.2188
both,symmetric,1.0,1.0,binary,top50,4,20,20,8,50,10,0.580000,90.00,0.563006,4.065896,14.867007,40.624989,0.0406,0.4062
both,symmetric,1.0,1.0,binary,top50,4,20,20,9,51,12,0.420000,95.00,0.506335,6.323143,13.269264,43.272402,0.0469,0.5625
both,symmetric,1.0,1.0,binary,top50,8,40,20,0,42,14,0.540000,100.00,0.542758,8.933910,13.156259,42.284594,0.0569,0.7969
both,symmetric,1.0,1.0,binary,top50,8,40,20,1,43,17,0.600000,95.00,0.595729,8.066859,13.526330,43.574192,0.0551,0.9375
both,symmetric,1.0,1.0,binary,top50,8,40,20,2,44,13,0.740000,95.00,1.002311,7.427060,14.056092,43.644179,0.0433,0.5625
both,symmetric,1.0,1.0,binary,top50,8,40,20,3,45,12,0.620000,95.00,0.547142,4.155059,12.532518,41.335030,0.0404,0.4844
both,symmetric,1.0,1.0,binary,top50,8,40,20,4,46,11,0.600000,95.00,0.709470,7.272989,11.592034,43.664518,0.0426,0.4688
both,symmetric,1.0,1.0,binary,top50,8,40,20,5,47,12,0.660000,85.00,0.686137,11.845760,12.842852,41.628936,0.0417,0.5000
both,symmetric,1.0,1.0,binary,top50,8,40,20,6,48,12,0.380000,95.00,0.955374,4.568366,13.610046,43.477084,0.0417,0.5000
both,symmetric,1.0,1.0,binary,top50,8,40,20,7,49,9,0.600000,95.00,0.549568,7.391655,11.774168,41.940897,0.0417,0.3750
both,symmetric,1.0,1.0,binary,top50,8,40,20,8,50,14,0.680000,95.00,0.638462,8.542203,15.466382,42.516818,0.0435,0.6094
both,symmetric,1.0,1.0,binary,top50,8,40,20,9,51,60,1.000000,85.00,0.905158,11.819591,13.329465,39.272710,0.0411,2.4688
both,symmetric,1.0,1.0,margin,top50,1,5,20,0,42,4,0.565722,85.00,0.560266,9.559813,12.356490,43.425187,0.0430,0.1719
both,symmetric,1.0,1.0,margin,top50,1,5,20,1,43,6,0.334686,85.00,0.422303,3.942357,11.619374,43.131928,0.0417,0.2500
both,symmetric,1.0,1.0,margin,top50,1,5,20,2,44,4,0.604411,90.00,0.795456,3.605548,12.336142,42.968233,0.0430,0.1719
both,symmetric,1.0,1.0,margin,top50,1,5,20,3,45,4,0.607656,80.00,0.579944,5.640407,12.495903,43.832880,0.0430,0.1719
both,symmetric,1.0,1.0,margin,top50,1,5,20,4,46,4,0.950153,85.00,0.783733,5.378855,11.408293,43.902996,0.0469,0.1875
both,symmetric,1.0,1.0,margin,top50,1,5,20,5,47,6,0.659674,85.00,0.587936,6.277410,12.920184,43.614120,0.0443,0.2656
both,symmetric,1.0,1.0,margin,top50,1,5,20,6,48,6,0.700043,90.00,0.662810,5.897890,12.280935,43.538733,0.0443,0.2656
both,symmetric,1.0,1.0,margin,top50,1,5,20,7,49,4,1.057009,85.00,0.744991,7.202651,12.340519,44.184876,0.0430,0.1719
both,symmetric,1.0,1.0,margin,top50,1,5,20,8,50,4,1.008263,85.00,0.710037,6.123985,12.339684,43.166075,0.0430,0.1719
both,symmetric,1.0,1.0,margin,top50,1,5,20,9,51,4,0.671439,85.00,0.723017,8.864782,12.563547,44.186616,0.0430,0.1719
both,symmetric,1.0,1.0,margin,top50,2,10,20,0,42,7,0.346423,85.00,0.597508,7.005026,11.863192,44.017836,0.0424,0.2969
both,symmetric,1.0,1.0,margin,top50,2,10,20,1,43,5,0.974634,95.00,0.639237,5.322589,12.654569,43.853446,0.0406,0.2031
both,symmetric,1.0,1.0,margin,top50,2,10,20,2,44,15,0.324023,85.00,0.828684,6.066011,11.170762,42.238057,0.0417,0.6250
both,symmetric,1.0,1.0,margin,top50,2,10,20,3,45,7,0.650179,85.00,0.482248,5.518939,12.633662,43.169987,0.0446,0.3125
both,symmetric,1.0,1.0,margin,top50,2,10,20,4,46,6,0.770951,90.00,0.633941,5.930338,11.387206,42.386730,0.0417,0.2500
