fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,generation,mean_fitness,mean_accuracy,mean_error,fitness_std,accuracy_std
softmax,top90,4,20,,,,,30,0.000846,61.18,22.361049,0.000821,7.42
softmax,top90,4,20,,,,,31,0.000766,61.39,22.877546,0.000824,6.95
softmax,top90,4,20,,,,,32,0.000475,61.97,22.595429,0.000357,8.00
softmax,top90,4,20,,,,,33,0.000344,61.80,22.888654,0.000198,8.30
softmax,top90,4,20,,,,,34,0.000363,61.89,23.163303,0.000231,7.48
softmax,top90,4,20,,,,,35,0.000294,62.24,23.271244,0.000137,7.41
softmax,top90,4,20,,,,,36,0.000284,60.79,23.190717,0.000131,7.59
softmax,top90,4,20,,,,,37,0.000247,60.12,23.465615,0.000080,7.63
softmax,top90,4,20,,,,,38,0.000234,61.30,23.662477,0.000065,7.84
softmax,top90,4,20,,,,,39,0.000255,62.17,23.586320,0.000096,7.98
softmax,top90,4,20,,,,,40,0.000218,62.18,23.793444,0.000043,8.21
softmax,top90,4,20,,,,,41,0.000205,62.67,23.723434,0.000028,8.91
softmax,top90,4,20,,,,,42,0.000202,62.36,23.837156,0.000024,9.59
softmax,top90,4,20,,,,,43,0.000201,61.63,23.498192,0.000023,9.13
softmax,top90,4,20,,,,,44,0.000195,61.35,23.585771,0.000016,10.10
softmax,top90,4,20,,,,,45,0.000193,62.05,23.449678,0.000013,10.16
softmax,top90,4,20,,,,,46,0.000191,62.28,23.503130,0.000011,10.81
softmax,top90,4,20,,,,,47,0.000189,62.74,23.794092,0.000008,9.94
softmax,top90,4,20,,,,,48,0.000188,62.03,23.876044,0.000007,10.10
softmax,top90,4,20,,,,,49,0.000187,62.68,23.575959,0.000006,10.11
softmax,top90,4,20,,,,,50,0.000186,61.59,23.652141,0.000005,10.12
softmax,top90,4,20,,,,,51,0.000185,61.58,23.916161,0.000004,10.83
softmax,top90,4,20,,,,,52,0.000185,61.99,23.907505,0.000004,10.49
softmax,top90,4,20,,,,,53,0.000184,61.22,23.884900,0.000003,9.91
softmax,top90,4,20,,,,,54,0.000184,61.16,23.786539,0.000003,9.64
softmax,top90,4,20,,,,,55,0.000184,61.84,23.765103,0.000002,9.63
softmax,top90,4,20,,,,,56,0.000183,60.30,23.774773,0.000002,10.13
softmax,top90,4,20,,,,,57,0.000183,61.17,23.444354,0.000002,10.45
softmax,top90,4,20,,,,,58,0.000183,60.04,23.771371,0.000002,10.73
softmax,top90,4,20,,,,,59,0.000183,60.54,23.691807,0.000001,9.94
softmax,top90,4,20,,,,,60,0.000183,60.07,23.641709,0.000001,10.63
softmax,top90,4,20,,,,,61,0.000183,60.15,23.538495,0.000001,10.67
softmax,top90,4,20,,,,,62,0.000182,60.58,23.782464,0.000001,12.12
softmax,top90,4,20,,,,,63,0.000182,60.20,24.049465,0.000001,11.97
softmax,top90,4,20,,,,,64,0.000182,59.89,24.048810,0.000001,10.37
softmax,top90,4,20,,,,,65,0.000182,59.97,24.030528,0.000001,11.14
softmax,top90,4,20,,,,,66,0.000182,59.95,24.008243,0.000001,11.22
softmax,top90,4,20,,,,,67,0.000182,59.68,24.188103,0.000001,10.16
softmax,top90,4,20,,,,,68,0.000182,59.98,24.136436,0.000000,10.55
softmax,top90,4,20,,,,,69,0.000182,59.82,24.246413,0.000000,10.32
softmax,top90,4,20,,,,,70,0.000182,59.69,24.511632,0.000000,10.65
softmax,top90,4,20,,,,,71,0.000182,60.88,24.361305,0.000000,11.17
softmax,top90,4,20,,,,,72,0.000182,59.95,24.450558,0.000000,11.00
softmax,top90,4,20,,,,,73,0.000182,60.26,24.533258,0.000000,10.82
softmax,top90,4,20,,,,,74,0.000182,60.43,24.771026,0.000000,11.56
softmax,top90,4,20,,,,,75,0.000182,60.39,24.597803,0.000000,11.30
softmax,top90,4,20,,,,,76,0.000182,60.83,24.660129,0.000000,11.78
softmax,top90,4,20,,,,,77,0.000182,60.19,24.711886,0.000000,11.85
softmax,top90,4,20,,,,,78,0.000182,60.87,24.929876,0.000000,11.94
softmax,top90,4,20,,,,,79,0.000182,61.58,24.951458,0.000000,11.99
softmax,top90,4,20,,,,,80,0.000182,61.32,24.867650,0.000000,11.68
softmax,top90,4,20,,,,,81,0.000182,60.80,24.912461,0.000000,12.42
softmax,top90,4,20,,,,,82,0.000182,60.76,25.037173,0.000000,12.72
softmax,top90,4,20,,,,,83,0.000182,61.20,25.076455,0.000000,11.85
softmax,top90,4,20,,,,,84,0.000182,61.44,25.133611,0.000000,12.28
softmax,top90,4,20,,,,,85,0.000182,61.82,25.206984,0.000000,12.11
softmax,top90,4,20,,,,,86,0.000182,62.33,25.201398,0.000000,12.34
softmax,top90,4,20,,,,,87,0.000182,63.29,25.161422,0.000000,12.77
softmax,top90,4,20,,,,,88,0.000182,63.36,25.287877,0.000000,12.40
softmax,top90,4,20,,,,,89,0.000182,63.56,25.302055,0.000000,12.22
softmax,top90,4,20,,,,,90,0.000182,64.18,25.442975,0.000000,12.95
softmax,top90,4,20,,,,,91,0.000182,64.23,25.456764,0.000000,13.00
softmax,top90,4,20,,,,,92,0.000182,64.68,25.476361,0.000000,12.63
softmax,top90,4,20,,,,,93,0.000182,64.41,25.402697,0.000000,12.65
softmax,top90,4,20,,,,,94,0.000182,64.21,25.420520,0.000000,12.25
softmax,top90,4,20,,,,,95,0.000182,64.84,25.429444,0.000000,12.36
softmax,top90,4,20,,,,,96,0.000182,64.86,25.421968,0.000000,11.84
softmax,top90,4,20,,,,,97,0.000182,64.54,25.458931,0.000000,12.04
softmax,top90,4,20,,,,,98,0.000182,64.30,25.546037,0.000000,12.18
softmax,top90,4,20,,,,,99,0.000182,64.58,25.558268,0.000000,12.68
softmax,top90,4,20,,,,,100,0.000182,64.46,25.549237,0.000000,12.68
softmax,top90,6,30,,,,,1,9.238074,49.45,22.844436,0.329824,1.56
softmax,top90,6,30,,,,,2,8.149694,50.53,21.591806,0.792770,2.09
softmax,top90,6,30,,,,,3,7.340044,51.70,22.064997,0.344900,1.41
softmax,top90,6,30,,,,,4,6.939953,53.40,22.402722,0.740027,2.13
softmax,top90,6,30,,,,,5,6.597590,53.60,22.140706,0.518299,1.99
softmax,top90,6,30,,,,,6,5.936040,54.46,22.318609,0.524259,2.69
softmax,top90,6,30,,,,,7,5.497839,55.86,22.569098,0.750377,3.02
softmax,top90,6,30,,,,,8,4.871114,58.32,22.793068,0.898893,3.01
softmax,top90,6,30,,,,,9,4.127261,59.80,22.601433,1.019079,4.02
softmax,top90,6,30,,,,,10,3.087427,62.76,23.268080,1.223106,4.36
softmax,top90,6,30,,,,,11,2.426134,65.12,22.769608,1.093135,3.38
softmax,top90,6,30,,,,,12,2.018883,65.71,22.445740,1.247536,3.73
softmax,top90,6,30,,,,,13,1.568428,65.58,22.178079,1.216974,3.62
softmax,top90,6,30,,,,,14,1.155664,66.62,22.032178,1.166944,3.39
softmax,top90,6,30,,,,,15,0.800710,68.47,21.944826,0.767030,3.72
softmax,top90,6,30,,,,,16,0.564045,68.69,22.237547,0.626502,3.91
softmax,top90,6,30,,,,,17,0.390410,68.65,22.692245,0.473166,4.95
softmax,top90,6,30,,,,,18,0.237598,68.42,22.629411,0.265512,5.76
softmax,top90,6,30,,,,,19,0.155870,68.32,22.568568,0.179168,6.16
softmax,top90,6,30,,,,,20,0.092305,69.17,22.768277,0.104420,5.70
softmax,top90,6,30,,,,,21,0.068800,68.33,22.824998,0.099077,5.67
softmax,top90,6,30,,,,,22,0.039286,68.18,23.064557,0.050083,6.37
softmax,top90,6,30,,,,,23,0.023101,68.17,23.034703,0.035663,5.92
softmax,top90,6,30,,,,,24,0.008293,67.45,22.695957,0.008121,5.86
softmax,top90,6,30,,,,,25,0.007641,67.50,22.875629,0.008183,6.39
softmax,top90,6,30,,,,,26,0.001705,66.83,22.804923,0.001991,6.58
softmax,top90,6,30,,,,,27,0.000743,66.55,22.920241,0.000400,6.03
softmax,top90,6,30,,,,,28,0.000738,66.65,23.014018,0.000417,5.60
softmax,top90,6,30,,,,,29,0.000495,66.46,23.122581,0.000171,5.87
softmax,top90,6,30,,,,,30,0.000430,65.88,23.208552,0.000147,6.23
softmax,top90,6,30,,,,,31,0.000354,66.57,23.220321,0.000048,6.51
softmax,top90,6,30,,,,,32,0.000334,66.47,23.226264,0.000037,5.61
softmax,top90,6,30,,,,,33,0.000348,67.42,23.198786,0.000072,5.71
softmax,top90,6,30,,,,,34,0.000311,67.51,23.231486,0.000022,5.43
softmax,top90,6,30,,,,,35,0.000303,67.79,23.126949,0.000017,6.92
softmax,top90,6,30,,,,,36,0.000298,66.79,23.143396,0.000013,6.58
softmax,top90,6,30,,,,,37,0.000292,67.80,23.216383,0.000010,6.72
softmax,top90,6,30,,,,,38,0.000290,67.82,23.209097,0.000009,7.27
softmax,top90,6,30,,,,,39,0.000287,67.74,23.128204,0.000007,7.13
softmax,top90,6,30,,,,,40,0.000285,68.48,23.151114,0.000006,6.84
softmax,top90,6,30,,,,,41,0.000283,67.97,23.205015,0.000005,7.70
softmax,top90,6,30,,,,,42,0.000281,68.21,23.222983,0.000004,6.54
softmax,top90,6,30,,,,,43,0.000280,68.16,23.221991,0.000004,6.54
softmax,top90,6,30,,,,,44,0.000279,68.05,23.215176,0.000003,7.35
softmax,top90,6,30,,,,,45,0.000278,68.25,23.270026,0.000003,6.91
softmax,top90,6,30,,,,,46,0.000277,67.11,23.211775,0.000002,7.29
softmax,top90,6,30,,,,,47,0.000276,68.41,23.215499,0.000002,7.60
softmax,top90,6,30,,,,,48,0.000276,67.54,23.186287,0.000002,7.72
softmax,top90,6,30,,,,,49,0.000275,68.27,23.225579,0.000002,7.05
softmax,top90,6,30,,,,,50,0.000275,67.38,23.195345,0.000001,7.20
softmax,top90,6,30,,,,,51,0.000275,67.08,23.178482,0.000001,7.08
softmax,top90,6,30,,,,,52,0.000274,66.84,23.233985,0.000001,7.38
softmax,top90,6,30,,,,,53,0.000274,66.94,23.325237,0.000001,7.49
softmax,top90,6,30,,,,,54,0.000274,67.12,23.314302,0.000001,6.74
softmax,top90,6,30,,,,,55,0.000274,66.67,23.307030,0.000001,6.25
softmax,top90,6,30,,,,,56,0.000273,66.93,23.303545,0.000001,6.80
softmax,top90,6,30,,,,,57,0.000273,66.54,23.362408,0.000001,6.94
softmax,top90,6,30,,,,,58,0.000273,67.28,23.306876,0.000000,6.31
softmax,top90,6,30,,,,,59,0.000273,67.29,23.296118,0.000000,6.21
softmax,top90,6,30,,,,,60,0.000273,67.27,23.308888,0.000000,5.99
softmax,top90,6,30,,,,,61,0.000273,67.26,23.294105,0.000000,6.02
softmax,top90,6,30,,,,,62,0.000273,67.22,23.222008,0.000000,5.42
softmax,top90,6,30,,,,,63,0.000273,67.72,23.177235,0.000000,5.52
softmax,top90,6,30,,,,,64,0.000273,67.57,23.183798,0.000000,5.67
softmax,top90,6,30,,,,,65,0.000273,67.22,23.227688,0.000000,5.59
softmax,top90,6,30,,,,,66,0.000273,67.91,23.254355,0.000000,5.24
softmax,top90,6,30,,,,,67,0.000273,67.64,23.218432,0.000000,5.63
softmax,top90,6,30,,,,,68,0.000273,67.19,23.255270,0.000000,5.99
softmax,top90,6,30,,,,,69,0.000273,66.60,23.248157,0.000000,5.68
softmax,top90,6,30,,,,,70,0.000273,66.65,23.287929,0.000000,5.32
softmax,top90,6,30,,,,,71,0.000273,66.96,23.303589,0.000000,5.76
softmax,top90,6,30,,,,,72,0.000273,67.43,23.290680,0.000000,5.37
softmax,top90,6,30,,,,,73,0.000273,67.64,23.258926,0.000000,6.20
softmax,top90,6,30,,,,,74,0.000273,67.58,23.312862,0.000000,5.39
softmax,top90,6,30,,,,,75,0.000272,68.19,23.348604,0.000000,5.21
softmax,top90,6,30,,,,,76,0.000272,68.34,23.383059,0.000000,5.08
softmax,top90,6,30,,,,,77,0.000272,68.46,23.361779,0.000000,5.27
softmax,top90,6,30,,,,,78,0.000272,68.01,23.348557,0.000000,5.42
softmax,top90,6,30,,,,,79,0.000272,67.71,23.298740,0.000000,5.91
softmax,top90,6,30,,,,,80,0.000272,67.79,23.275577,0.000000,5.07
softmax,top90,6,30,,,,,81,0.000272,67.81,23.317833,0.000000,5.02
softmax,top90,6,30,,,,,82,0.000272,68.88,23.307602,0.000000,4.80
softmax,top90,6,30,,,,,83,0.000272,67.96,23.338245,0.000000,4.28
softmax,top90,6,30,,,,,84,0.000272,68.06,23.373073,0.000000,4.59
softmax,top90,6,30,,,,,85,0.000272,67.90,23.373565,0.000000,4.19
softmax,top90,6,30,,,,,86,0.000272,68.39,23.354118,0.000000,3.93
softmax,top90,6,30,,,,,87,0.000272,68.87,23.321902,0.000000,3.58
softmax,top90,6,30,,,,,88,0.000272,68.97,23.307707,0.000000,3.36
softmax,top90,6,30,,,,,89,0.000272,68.60,23.347625,0.000000,2.98
softmax,top90,6,30,,,,,90,0.000272,69.16,23.350348,0.000000,3.30
softmax,top90,6,30,,,,,91,0.000272,68.62,23.341955,0.000000,3.18
softmax,top90,6,30,,,,,92,0.000272,68.72,23.367135,0.000000,3.20
softmax,top90,6,30,,,,,93,0.000272,68.82,23.313461,0.000000,2.74
softmax,top90,6,30,,,,,94,0.000272,68.52,23.302114,0.000000,2.73
softmax,top90,6,30,,,,,95,0.000272,68.49,23.324360,0.000000,2.95
softmax,top90,6,30,,,,,96,0.000272,68.62,23.309447,0.000000,3.12
softmax,top90,6,30,,,,,97,0.000272,68.22,23.292956,0.000000,3.32
softmax,top90,6,30,,,,,98,0.000272,68.08,23.309721,0.000000,2.34
softmax,top90,6,30,,,,,99,0.000272,68.03,23.296810,0.000000,1.76
softmax,top90,6,30,,,,,100,0.000272,68.28,23.298810,0.000000,3.02
softmax,top90,8,40,,,,,1,12.571603,50.12,22.616165,0.780547,0.92
softmax,top90,8,40,,,,,2,10.517958,50.88,21.240466,0.393869,0.75
softmax,top90,8,40,,,,,3,9.864437,53.91,21.496629,0.583172,1.60
softmax,top90,8,40,,,,,4,9.894882,53.12,21.931191,0.476667,1.60
softmax,top90,8,40,,,,,5,8.657463,54.61,21.858847,0.699574,1.32
softmax,top90,8,40,,,,,6,7.662934,57.11,22.044100,0.881571,2.32
softmax,top90,8,40,,,,,7,7.188311,58.14,22.499826,0.524130,1.98
softmax,top90,8,40,,,,,8,6.127512,60.67,22.849003,0.927395,2.67
softmax,top90,8,40,,,,,9,5.253443,61.67,23.034267,0.755455,1.59
softmax,top90,8,40,,,,,10,4.528226,65.44,23.347469,0.936437,3.28
softmax,top90,8,40,,,,,11,3.761493,68.04,23.528507,0.845417,3.13
softmax,top90,8,40,,,,,12,2.792026,69.51,23.156288,0.793030,3.30
softmax,top90,8,40,,,,,13,2.055300,71.77,23.137116,0.625376,3.31
softmax,top90,8,40,,,,,14,1.615523,72.89,23.385281,0.448536,2.66
softmax,top90,8,40,,,,,15,1.102490,74.06,22.768865,0.471616,2.59
softmax,top90,8,40,,,,,16,0.863765,75.30,22.819230,0.411239,3.54
softmax,top90,8,40,,,,,17,0.608919,76.46,22.423544,0.342888,2.84
softmax,top90,8,40,,,,,18,0.463103,76.45,22.362757,0.297082,3.21
softmax,top90,8,40,,,,,19,0.346318,75.88,22.468563,0.207491,2.93
softmax,top90,8,40,,,,,20,0.205130,77.04,22.369030,0.139826,3.01
softmax,top90,8,40,,,,,21,0.148422,76.17,21.937745,0.121805,2.59
softmax,top90,8,40,,,,,22,0.111186,76.16,22.186493,0.080763,3.50
softmax,top90,8,40,,,,,23,0.052991,76.21,22.190206,0.049274,3.00
softmax,top90,8,40,,,,,24,0.048480,76.47,22.336817,0.045507,3.56
softmax,top90,8,40,,,,,25,0.040735,77.07,22.332149,0.064760,3.73
softmax,top90,8,40,,,,,26,0.026997,77.53,22.389766,0.037004,3.47
softmax,top90,8,40,,,,,27,0.019172,76.56,22.355046,0.031031,3.80
softmax,top90,8,40,,,,,28,0.019832,77.79,22.599346,0.032535,3.63
softmax,top90,8,40,,,,,29,0.016318,77.23,22.781393,0.028095,4.22
softmax,top90,8,40,,,,,30,0.015423,77.54,22.984798,0.028875,3.94
softmax,top90,8,40,,,,,31,0.015916,77.70,23.178244,0.030531,4.23
softmax,top90,8,40,,,,,32,0.013044,77.08,23.025224,0.024719,4.73
softmax,top90,8,40,,,,,33,0.014050,77.90,22.893291,0.026884,4.18
softmax,top90,8,40,,,,,34,0.015147,77.85,23.066599,0.029232,4.99
softmax,top90,8,40,,,,,35,0.015828,77.72,22.965679,0.030618,4.60
softmax,top90,8,40,,,,,36,0.012390,77.79,22.974179,0.023822,5.06
softmax,top90,8,40,,,,,37,0.014274,77.89,23.078796,0.027677,4.65
softmax,top90,8,40,,,,,38,0.013053,77.92,23.232270,0.025265,4.83
softmax,top90,8,40,,,,,39,0.014588,77.64,23.299939,0.028355,4.80
softmax,top90,8,40,,,,,40,0.012871,77.67,23.211468,0.024941,5.27
softmax,top90,8,40,,,,,41,0.011461,77.27,23.432961,0.022129,5.24
softmax,top90,8,40,,,,,42,0.012009,76.74,23.305425,0.023228,4.84
softmax,top90,8,40,,,,,43,0.012392,76.72,23.402550,0.024008,4.42
softmax,top90,8,40,,,,,44,0.013511,77.05,23.373355,0.026252,4.78
softmax,top90,8,40,,,,,45,0.011849,77.37,23.421325,0.022935,4.93
softmax,top90,8,40,,,,,46,0.009893,77.39,23.397355,0.019028,4.61
softmax,top90,8,40,,,,,47,0.011624,77.53,23.390093,0.022496,4.37
softmax,top90,8,40,,,,,48,0.010977,76.98,23.451865,0.021205,4.07
softmax,top90,8,40,,,,,49,0.010340,76.94,23.540275,0.019934,3.88
softmax,top90,8,40,,,,,50,0.011579,77.07,23.592495,0.022413,4.50
softmax,top90,8,40,,,,,51,0.010938,76.65,23.396327,0.021133,3.90
softmax,top90,8,40,,,,,52,0.009236,77.08,23.408998,0.017731,4.35
softmax,top90,8,40,,,,,53,0.009343,76.23,23.342133,0.017947,4.26
softmax,top90,8,40,,,,,54,0.008241,77.63,23.334716,0.015745,4.72
softmax,top90,8,40,,,,,55,0.008466,77.13,23.324139,0.016195,4.94
softmax,top90,8,40,,,,,56,0.011247,77.25,23.431281,0.021759,4.49
softmax,top90,8,40,,,,,57,0.012496,77.40,23.253833,0.024257,4.31
softmax,top90,8,40,,,,,58,0.011134,77.21,23.343184,0.021535,4.27
softmax,top90,8,40,,,,,59,0.009151,77.16,23.222291,0.017571,4.52
softmax,top90,8,40,,,,,60,0.010518,77.58,23.263764,0.020304,4.25
softmax,top90,8,40,,,,,61,0.008919,77.51,23.339241,0.017107,3.83
softmax,top90,8,40,,,,,62,0.009386,78.02,23.398157,0.018041,3.61
softmax,top90,8,40,,,,,63,0.008870,78.04,23.532590,0.017009,3.55
softmax,top90,8,40,,,,,64,0.009186,78.29,23.442466,0.017643,3.85
softmax,top90,8,40,,,,,65,0.008648,78.25,23.452635,0.016566,4.42
softmax,top90,8,40,,,,,66,0.008841,78.44,23.449492,0.016953,4.30
softmax,top90,8,40,,,,,67,0.009845,78.83,23.565130,0.018962,4.51
softmax,top90,8,40,,,,,68,0.008811,78.30,23.715130,0.016894,4.85
softmax,top90,8,40,,,,,69,0.008722,78.93,23.711332,0.016717,4.90
softmax,top90,8,40,,,,,70,0.010669,78.74,23.732561,0.020610,4.75
softmax,top90,8,40,,,,,71,0.009050,78.97,23.841086,0.017371,4.41
softmax,top90,8,40,,,,,72,0.009616,78.92,23.825456,0.018504,4.89
softmax,top90,8,40,,,,,73,0.008624,79.49,23.800125,0.016520,4.95
softmax,top90,8,40,,,,,74,0.008999,79.02,23.805708,0.017271,5.04
softmax,top90,8,40,,,,,75,0.009342,79.81,23.884913,0.017957,5.82
softmax,top90,8,40,,,,,76,0.010666,79.55,23.855784,0.020604,6.04
softmax,top90,8,40,,,,,77,0.010221,79.30,23.873824,0.019715,6.22
softmax,top90,8,40,,,,,78,0.009103,79.53,23.894474,0.017479,5.82
softmax,top90,8,40,,,,,79,0.009698,79.29,23.886183,0.018670,5.76
softmax,top90,8,40,,,,,80,0.009510,79.27,23.845436,0.018293,6.04
softmax,top90,8,40,,,,,81,0.009415,79.21,23.827992,0.018103,6.05
softmax,top90,8,40,,,,,82,0.008178,79.12,23.753950,0.015629,6.73
softmax,top90,8,40,,,,,83,0.009417,78.82,23.633730,0.018108,6.25
softmax,top90,8,40,,,,,84,0.009276,79.71,23.688544,0.017826,6.94
softmax,top90,8,40,,,,,85,0.010037,79.61,23.729581,0.019348,7.09
softmax,top90,8,40,,,,,86,0.009388,79.29,23.648455,0.018050,7.17
softmax,top90,8,40,,,,,87,0.008982,79.17,23.541891,0.017237,7.03
softmax,top90,8,40,,,,,88,0.008715,79.43,23.509151,0.016704,7.04
softmax,top90,8,40,,,,,89,0.009132,79.89,23.505335,0.017537,7.17
softmax,top90,8,40,,,,,90,0.009345,79.44,23.466608,0.017963,7.29
softmax,top90,8,40,,,,,91,0.008491,79.54,23.487818,0.016255,7.31
softmax,top90,8,40,,,,,92,0.008972,79.76,23.351559,0.017217,7.62
softmax,top90,8,40,,,,,93,0.008404,79.83,23.369148,0.016082,7.24
softmax,top90,8,40,,,,,94,0.008448,80.05,23.260155,0.016170,7.81
softmax,top90,8,40,,,,,95,0.008938,80.17,23.320140,0.017149,7.92
softmax,top90,8,40,,,,,96,0.010760,80.65,23.347482,0.020794,8.06
softmax,top90,8,40,,,,,97,0.006835,81.01,23.411733,0.012944,7.87
softmax,top90,8,40,,,,,98,0.008794,80.91,23.425359,0.016861,7.74
softmax,top90,8,40,,,,,99,0.008056,80.83,23.429222,0.015385,7.83
softmax,top90,8,40,,,,,100,0.008223,80.55,23.363807,0.015720,7.47
regret_reg,top10,1,5,,,,,1,10.542132,50.79,22.430321,0.404334,0.79
regret_reg,top10,1,5,,,,,2,9.795372,49.56,21.471558,0.307637,1.89
regret_reg,top10,1,5,,,,,3,8.853404,50.35,20.303662,0.362873,1.42
regret_reg,top10,1,5,,,,,4,8.031204,50.89,19.655887,0.128263,1.42
regret_reg,top10,1,5,,,,,5,7.206365,50.92,18.875030,0.186489,0.96
regret_reg,top10,1,5,,,,,6,6.227390,51.40,17.929788,0.252150,1.71
regret_reg,top10,1,5,,,,,7,5.524753,51.20,16.904585,0.303415,2.17
regret_reg,top10,1,5,,,,,8,5.020994,51.32,16.512584,0.284206,3.07
regret_reg,top10,1,5,,,,,9,4.521509,53.15,15.658770,0.125803,1.67
regret_reg,top10,1,5,,,,,10,3.959487,52.63,15.377062,0.287694,2.11
regret_reg,top10,1,5,,,,,11,3.585046,53.64,14.521675,0.213532,2.63
regret_reg,top10,1,5,,,,,12,3.178220,54.00,14.082099,0.183329,2.65
regret_reg,top10,1,5,,,,,13,2.781317,54.27,13.553525,0.150428,2.83
regret_reg,top10,1,5,,,,,14,2.436755,54.54,13.130554,0.134835,2.82
regret_reg,top10,1,5,,,,,15,2.189109,53.66,12.620577,0.157443,3.50
regret_reg,top10,1,5,,,,,16,1.928335,52.09,11.995544,0.147456,2.90
regret_reg,top10,1,5,,,,,17,1.684227,52.04,11.449739,0.137848,2.10
regret_reg,top10,1,5,,,,,18,1.485502,51.61,11.273495,0.124025,2.64
regret_reg,top10,1,5,,,,,19,1.332557,51.90,10.870416,0.114752,1.85
regret_reg,top10,1,5,,,,,20,1.185171,52.42,10.272323,0.129038,2.46
regret_reg,top10,1,5,,,,,21,1.013431,53.75,10.179601,0.095115,2.53
regret_reg,top10,1,5,,,,,22,0.899520,53.60,9.588440,0.083296,2.08
regret_reg,top10,1,5,,,,,23,0.785711,53.61,9.175758,0.061782,2.08
regret_reg,top10,1,5,,,,,24,0.692141,53.04,8.935180,0.047569,2.29
regret_reg,top10,1,5,,,,,25,0.620927,52.50,8.535289,0.040277,2.03
regret_reg,top10,1,5,,,,,26,0.556980,54.31,8.245026,0.040152,3.21
regret_reg,top10,1,5,,,,,27,0.498277,52.32,7.880285,0.034721,3.55
regret_reg,top10,1,5,,,,,28,0.456945,52.64,7.776275,0.022661,4.06
regret_reg,top10,1,5,,,,,29,0.413498,54.21,7.616591,0.019147,4.62
regret_reg,top10,1,5,,,,,30,0.386360,55.45,7.538842,0.015856,4.45
regret_reg,top10,1,5,,,,,31,0.360977,55.28,7.695784,0.017086,2.94
regret_reg,top10,1,5,,,,,32,0.346558,57.18,7.724784,0.021581,3.78
regret_reg,top10,1,5,,,,,33,0.328667,57.24,7.486081,0.019032,2.41
regret_reg,top10,1,5,,,,,34,0.331097,56.08,7.323768,0.025311,2.49
regret_reg,top10,1,5,,,,,35,0.317284,55.93,7.271473,0.017358,3.24
regret_reg,top10,1,5,,,,,36,0.312089,55.40,7.167511,0.014207,3.21
regret_reg,top10,1,5,,,,,37,0.308616,55.32,7.114609,0.020657,3.80
regret_reg,top10,1,5,,,,,38,0.299912,55.99,7.232713,0.008716,3.46
regret_reg,top10,1,5,,,,,39,0.295158,56.24,7.289971,0.003558,3.29
regret_reg,top10,1,5,,,,,40,0.323300,53.70,7.168585,0.018088,3.51
regret_reg,top10,1,5,,,,,41,0.311447,54.50,7.391434,0.019383,3.29
regret_reg,top10,1,5,,,,,42,0.326245,54.65,7.391149,0.020644,1.89
regret_reg,top10,1,5,,,,,43,0.320210,53.37,7.660619,0.019354,3.30
regret_reg,top10,1,5,,,,,44,0.323204,52.32,7.904112,0.011931,1.80
regret_reg,top10,1,5,,,,,45,0.306470,54.25,7.785670,0.009459,4.14
regret_reg,top10,1,5,,,,,46,0.311173,53.64,7.747945,0.013813,3.63
regret_reg,top10,1,5,,,,,47,0.297647,53.63,7.718966,0.007774,3.85
regret_reg,top10,1,5,,,,,48,0.292469,52.97,7.706327,0.006193,2.24
regret_reg,top10,1,5,,,,,49,0.295442,52.24,7.702216,0.017712,3.33
regret_reg,top10,1,5,,,,,50,0.297052,52.26,7.882469,0.004675,2.26
regret_reg,top10,1,5,,,,,51,0.302850,53.63,7.767209,0.015529,2.56
regret_reg,top10,1,5,,,,,52,0.293603,52.83,7.761680,0.008927,3.43
regret_reg,top10,1,5,,,,,53,0.304576,52.00,7.644043,0.013531,3.18
regret_reg,top10,1,5,,,,,54,0.300171,52.45,7.595226,0.012544,3.43
regret_reg,top10,1,5,,,,,55,0.318128,51.68,7.789359,0.021480,2.23
regret_reg,top10,1,5,,,,,56,0.291003,52.47,7.845156,0.009818,4.10
regret_reg,top10,1,5,,,,,57,0.301118,52.67,7.865664,0.008716,2.83
regret_reg,top10,1,5,,,,,58,0.311460,52.73,7.838203,0.012776,3.49
regret_reg,top10,1,5,,,,,59,0.298691,51.96,7.708649,0.004866,2.59
regret_reg,top10,1,5,,,,,60,0.311423,50.83,7.626222,0.012263,2.12
regret_reg,top10,1,5,,,,,61,0.294234,51.18,7.420408,0.009281,3.23
regret_reg,top10,1,5,,,,,62,0.301001,51.46,7.376815,0.022552,2.01
regret_reg,top10,1,5,,,,,63,0.293253,53.09,7.315823,0.017444,1.56
regret_reg,top10,1,5,,,,,64,0.297440,52.95,7.348469,0.019940,0.89
regret_reg,top10,1,5,,,,,65,0.289598,51.17,7.271204,0.009624,1.83
regret_reg,top10,1,5,,,,,66,0.293519,52.16,7.436956,0.013630,1.77
regret_reg,top10,1,5,,,,,67,0.286972,52.15,7.422712,0.012681,1.74
regret_reg,top10,1,5,,,,,68,0.295809,52.18,7.558411,0.009308,1.91
regret_reg,top10,1,5,,,,,69,0.295270,52.24,7.573535,0.009357,1.77
regret_reg,top10,1,5,,,,,70,0.291055,52.47,7.589546,0.009210,2.09
regret_reg,top10,1,5,,,,,71,0.294941,51.86,7.587985,0.008409,1.63
regret_reg,top10,1,5,,,,,72,0.294734,52.16,7.545193,0.008271,1.77
