fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,generation,mean_fitness,mean_accuracy,mean_error,fitness_std,accuracy_std
binary,top70,8,40,,,,,16,0.432,71.25,,0.073048,5.39
binary,top70,8,40,,,,,17,0.38,70.98,,0.042426,5.6
binary,top90,1,5,,,,,1,0.514,50.49,,0.023324,1.57
binary,top90,1,5,,,,,2,0.432,50.31,,0.04996,1.01
binary,top90,1,5,,,,,3,0.398,52.39,,0.04996,2.75
binary,top90,1,5,,,,,4,0.308,52.1,,0.043081,2.63
binary,top90,1,5,,,,,5,0.28,52.54,,0.072664,2.8
binary,top90,1,5,,,,,6,0.21,53.35,,0.074027,1.54
binary,top90,1,5,,,,,7,0.186,54.48,,0.042237,3.69
binary,top90,1,5,,,,,8,0.168,53.73,,0.066753,3.17
binary,top90,1,5,,,,,9,0.128,53.56,,0.048332,2.31
binary,top90,1,5,,,,,10,0.112,53.79,,0.03763,3.19
binary,top90,1,5,,,,,11,0.084,53.73,,0.024166,3.19
binary,top90,1,5,,,,,12,0.09,53.76,,0.034059,3.19
binary,top90,1,5,,,,,13,0.076,53.88,,0.016248,3.2
binary,top90,2,10,,,,,1,1.02,49.41,,0.056214,1.09
binary,top90,2,10,,,,,2,0.956,50.33,,0.044091,2.12
binary,top90,2,10,,,,,3,0.896,50.72,,0.066513,1.46
binary,top90,2,10,,,,,4,0.83,51.92,,0.158367,1.3
binary,top90,2,10,,,,,5,0.696,53.09,,0.185968,1.57
binary,top90,2,10,,,,,6,0.588,54.24,,0.213298,1.24
binary,top90,2,10,,,,,7,0.506,54.58,,0.189061,2.54
binary,top90,2,10,,,,,8,0.42,54.64,,0.185472,2.03
binary,top90,2,10,,,,,9,0.326,56.14,,0.185429,2.32
binary,top90,2,10,,,,,10,0.294,56.15,,0.156026,3.3
binary,top90,2,10,,,,,11,0.258,57.1,,0.147296,2.8
binary,top90,2,10,,,,,12,0.18,58.29,,0.121655,4.19
binary,top90,2,10,,,,,13,0.152,57.82,,0.097652,4.29
binary,top90,2,10,,,,,14,0.13,58.37,,0.056569,4.2
binary,top90,2,10,,,,,15,0.12,57.78,,0.04,4.31
binary,top90,2,10,,,,,16,0.124,58.11,,0.046303,4.21
binary,top90,2,10,,,,,17,0.108,57.92,,0.027129,4.25
binary,top90,2,10,,,,,18,0.102,58.26,,0.027129,4.19
binary,top90,4,20,,,,,1,1.994,50.38,,0.150546,1.7
binary,top90,4,20,,,,,2,1.834,52.28,,0.090465,2.66
binary,top90,4,20,,,,,3,1.804,51.23,,0.132454,1.64
binary,top90,4,20,,,,,4,1.71,51.79,,0.167332,2.22
binary,top90,4,20,,,,,5,1.588,53.84,,0.139054,0.98
binary,top90,4,20,,,,,6,1.354,55.12,,0.189589,2.53
binary,top90,4,20,,,,,7,1.202,55.53,,0.266263,2.17
binary,top90,4,20,,,,,8,0.98,58.54,,0.299933,4.35
binary,top90,4,20,,,,,9,0.77,58.79,,0.272837,3.06
binary,top90,4,20,,,,,10,0.614,60.08,,0.272588,4.36
binary,top90,4,20,,,,,11,0.398,61.82,,0.183019,4.92
binary,top90,4,20,,,,,12,0.338,62.17,,0.139198,4.41
binary,top90,4,20,,,,,13,0.334,62.47,,0.140513,3.94
binary,top90,4,20,,,,,14,0.25,61.66,,0.086023,4.43
binary,top90,4,20,,,,,15,0.184,62.35,,0.079145,4.11
binary,top90,4,20,,,,,16,0.138,63.24,,0.062097,3.98
binary,top90,4,20,,,,,17,0.112,63.05,,0.040694,4.07
binary,top90,4,20,,,,,18,0.098,62.88,,0.047917,4.36
binary,top90,4,20,,,,,19,0.08,63.16,,0.041473,4.5
binary,top90,6,30,,,,,1,3.022,49.21,,0.111964,0.97
binary,top90,6,30,,,,,2,2.876,51.14,,0.206553,1.27
binary,top90,6,30,,,,,3,2.674,51.81,,0.140656,1.93
binary,top90,6,30,,,,,4,2.594,52.15,,0.074189,1.86
binary,top90,6,30,,,,,5,2.416,53.98,,0.106696,1.56
binary,top90,6,30,,,,,6,2.188,55.91,,0.291644,2.39
binary,top90,6,30,,,,,7,2.0,57.47,,0.257915,2.82
binary,top90,6,30,,,,,8,1.72,59.11,,0.342228,2.6
binary,top90,6,30,,,,,9,1.376,62.32,,0.284507,2.93
binary,top90,6,30,,,,,10,1.18,64.29,,0.385798,5.09
binary,top90,6,30,,,,,11,0.9,65.97,,0.343337,4.44
binary,top90,6,30,,,,,12,0.768,66.5,,0.299092,4.24
binary,top90,6,30,,,,,13,0.604,67.51,,0.250248,3.64
binary,top90,6,30,,,,,14,0.516,68.95,,0.250488,2.99
binary,top90,6,30,,,,,15,0.298,70.7,,0.124483,2.29
binary,top90,6,30,,,,,16,0.262,70.72,,0.16179,2.28
binary,top90,6,30,,,,,17,0.206,70.83,,0.113596,2.43
binary,top90,6,30,,,,,18,0.154,70.65,,0.043174,2.32
binary,top90,6,30,,,,,19,0.188,71.17,,0.086116,1.81
binary,top90,6,30,,,,,20,0.178,71.04,,0.077305,1.95
binary,top90,6,30,,,,,21,0.146,71.2,,0.037202,1.74
binary,top90,6,30,,,,,22,0.118,71.41,,0.030594,1.69
binary,top90,8,40,,,,,1,3.994,49.18,,0.155512,2.21
binary,top90,8,40,,,,,2,3.93,50.6,,0.157099,0.85
binary,top90,8,40,,,,,3,3.646,52.38,,0.121754,1.7
binary,top90,8,40,,,,,4,3.486,53.71,,0.250647,1.88
binary,top90,8,40,,,,,5,3.322,54.32,,0.274182,1.27
binary,top90,8,40,,,,,6,2.94,57.78,,0.27269,2.78
binary,top90,8,40,,,,,7,2.606,59.14,,0.573083,3.36
binary,top90,8,40,,,,,8,2.19,61.94,,0.220726,2.06
binary,top90,8,40,,,,,9,1.88,64.72,,0.212321,2.03
binary,top90,8,40,,,,,10,1.464,66.85,,0.28345,2.67
binary,top90,8,40,,,,,11,1.348,67.93,,0.254668,3.18
binary,top90,8,40,,,,,12,1.106,69.48,,0.347482,4.05
binary,top90,8,40,,,,,13,0.858,71.09,,0.187339,4.25
binary,top90,8,40,,,,,14,0.658,72.16,,0.2172,4.01
binary,top90,8,40,,,,,15,0.562,73.68,,0.103034,4.12
binary,top90,8,40,,,,,16,0.364,75.88,,0.078128,4.31
binary,top90,8,40,,,,,17,0.288,75.73,,0.076263,5.72
binary,top90,8,40,,,,,18,0.166,76.85,,0.072553,6.65
binary,top90,8,40,,,,,19,0.2,77.15,,0.091869,6.73
binary,top90,8,40,,,,,20,0.136,77.1,,0.040792,7.0
binary,top90,8,40,,,,,21,0.132,77.22,,0.033705,7.01
binary,top90,8,40,,,,,22,0.136,76.96,,0.040792,6.99
margin,top10,1,5,,,,,1,1.784878,50.21,,0.096973,1.24
margin,top10,2,10,,,,,1,3.637469,49.73,,0.24316,0.56
margin,top10,2,10,,,,,2,3.579053,49.62,,0.301023,0.72
margin,top10,4,20,,,,,1,7.534195,50.08,,0.273693,1.4
margin,top10,4,20,,,,,2,6.593662,51.26,,0.289214,0.96
margin,top10,4,20,,,,,3,6.116709,51.43,,0.705137,1.82
margin,top10,4,20,,,,,4,5.629236,52.19,,0.817397,1.51
margin,top10,4,20,,,,,5,4.987171,53.69,,0.793945,1.49
margin,top10,4,20,,,,,6,4.316665,54.77,,0.836087,1.03
margin,top10,4,20,,,,,7,4.004605,56.38,,0.529649,1.2
margin,top10,4,20,,,,,8,3.780321,56.96,,0.462941,1.82
margin,top10,4,20,,,,,9,3.210159,58.84,,0.623259,3.08
margin,top10,4,20,,,,,10,2.919998,59.88,,0.661526,3.91
margin,top10,6,30,,,,,1,11.073404,49.51,,0.926117,2.82
margin,top10,6,30,,,,,2,10.476048,50.82,,0.545175,1.36
margin,top10,6,30,,,,,3,9.779385,51.97,,0.357241,1.75
margin,top10,6,30,,,,,4,8.784585,53.53,,1.116434,2.68
margin,top10,6,30,,,,,5,7.895056,54.25,,0.79004,3.38
margin,top10,6,30,,,,,6,6.984193,56.24,,0.753858,1.61
margin,top10,6,30,,,,,7,6.38645,59.03,,1.054368,2.75
margin,top10,6,30,,,,,8,5.34422,61.33,,0.61379,4.61
margin,top10,6,30,,,,,9,4.405648,63.62,,0.263714,3.52
margin,top10,6,30,,,,,10,3.641047,65.14,,0.500829,2.23
margin,top10,6,30,,,,,11,3.550999,65.57,,0.547165,1.73
margin,top10,8,40,,,,,1,14.758995,50.6,,0.562168,0.83
margin,top10,8,40,,,,,2,13.188487,52.16,,0.599637,0.89
margin,top10,8,40,,,,,3,11.909662,52.04,,0.658671,2.12
margin,top10,8,40,,,,,4,11.324063,53.72,,1.114522,2.1
margin,top10,8,40,,,,,5,10.251322,54.99,,0.954072,2.14
margin,top10,8,40,,,,,6,9.845799,55.09,,0.838457,1.59
margin,top10,8,40,,,,,7,8.910473,57.4,,1.573442,2.34
margin,top10,8,40,,,,,8,7.420885,60.02,,0.973233,2.64
margin,top10,8,40,,,,,9,6.402802,61.56,,1.282205,3.37
margin,top10,8,40,,,,,10,5.138201,64.49,,0.986764,3.41
margin,top10,8,40,,,,,11,4.516083,66.3,,0.756755,3.51
margin,top10,8,40,,,,,12,3.646131,68.39,,0.424349,4.36
margin,top10,8,40,,,,,13,3.573934,68.64,,0.428191,4.75
margin,top30,1,5,,,,,1,1.845361,50.14,,0.173442,0.96
margin,top30,1,5,,,,,2,1.79732,50.29,,0.222676,0.86
margin,top30,2,10,,,,,1,3.758556,50.51,,0.369464,1.1
margin,top30,2,10,,,,,2,3.554289,50.89,,0.525723,1.22
margin,top30,2,10,,,,,3,3.078589,50.94,,0.377548,2.07
margin,top30,2,10,,,,,4,2.762919,52.52,,0.327158,1.82
margin,top30,2,10,,,,,5,2.564922,51.91,,0.365101,1.24
margin,top30,2,10,,,,,6,2.182766,54.17,,0.475739,3.64
margin,top30,2,10,,,,,7,1.843872,55.14,,0.410537,3.26
margin,top30,2,10,,,,,8,1.951474,54.94,,0.443337,3.31
margin,top30,2,10,,,,,9,1.865677,55.16,,0.401546,3.18
margin,top30,2,10,,,,,10,1.761837,55.58,,0.444154,3.09
margin,top30,4,20,,,,,1,7.82869,48.18,,0.495607,1.54
margin,top30,4,20,,,,,2,6.673051,51.19,,0.410551,0.94
margin,top30,4,20,,,,,3,5.919852,51.71,,0.577102,2.04
margin,top30,4,20,,,,,4,5.142013,52.89,,0.585223,1.57
margin,top30,4,20,,,,,5,4.871057,53.18,,0.891527,2.32
margin,top30,4,20,,,,,6,4.393219,53.65,,1.02927,3.21
margin,top30,4,20,,,,,7,3.834521,55.3,,0.998565,2.15
margin,top30,4,20,,,,,8,3.225189,56.86,,1.217068,4.3
margin,top30,4,20,,,,,9,2.558013,58.31,,0.748658,4.2
margin,top30,4,20,,,,,10,2.556362,58.16,,0.745519,4.29
margin,top30,4,20,,,,,11,2.31345,59.0,,0.474709,3.85
margin,top30,4,20,,,,,12,2.128275,59.82,,0.445255,3.78
margin,top30,4,20,,,,,13,1.926846,60.39,,0.265674,3.69
margin,top30,4,20,,,,,14,1.792344,60.97,,0.349173,3.86
margin,top30,4,20,,,,,15,1.634965,61.59,,0.502882,4.2
margin,top30,4,20,,,,,16,1.561236,61.23,,0.608089,4.17
margin,top30,6,30,,,,,1,11.641702,50.44,,0.431797,1.02
margin,top30,6,30,,,,,2,10.43904,50.48,,0.549541,1.23
margin,top30,6,30,,,,,3,9.013517,53.02,,0.454668,0.79
margin,top30,6,30,,,,,4,8.738792,52.28,,0.809119,2.23
margin,top30,6,30,,,,,5,7.930291,53.87,,0.729534,3.38
margin,top30,6,30,,,,,6,7.321797,54.56,,0.89043,4.2
margin,top30,6,30,,,,,7,6.663726,56.99,,1.250492,4.17
margin,top30,6,30,,,,,8,5.855756,58.26,,1.255822,4.76
margin,top30,6,30,,,,,9,4.941085,60.37,,1.355587,4.18
margin,top30,6,30,,,,,10,3.8976,61.9,,1.24108,5.2
margin,top30,6,30,,,,,11,3.068598,62.97,,0.902975,5.42
margin,top30,6,30,,,,,12,2.56745,65.57,,0.827385,4.45
margin,top30,6,30,,,,,13,2.454189,66.12,,0.846137,4.65
margin,top30,6,30,,,,,14,2.223857,67.08,,0.752253,4.99
margin,top30,6,30,,,,,15,1.90078,67.36,,0.596446,4.59
margin,top30,6,30,,,,,16,1.801654,68.09,,0.541164,4.41
margin,top30,6,30,,,,,17,1.684382,68.39,,0.565656,4.47
margin,top30,6,30,,,,,18,1.618579,68.29,,0.619165,4.44
margin,top30,8,40,,,,,1,14.544973,50.32,,0.819807,0.46
margin,top30,8,40,,,,,2,13.023161,51.75,,0.412994,1.05
margin,top30,8,40,,,,,3,12.462059,52.43,,0.822477,0.73
margin,top30,8,40,,,,,4,12.128324,52.79,,0.772895,0.98
margin,top30,8,40,,,,,5,10.241798,55.94,,0.925227,0.86
margin,top30,8,40,,,,,6,10.41059,56.61,,0.785481,2.28
margin,top30,8,40,,,,,7,9.212043,57.59,,0.747263,1.96
margin,top30,8,40,,,,,8,7.367431,62.07,,1.588219,3.57
margin,top30,8,40,,,,,9,7.031204,62.82,,1.611192,3.2
margin,top30,8,40,,,,,10,5.84023,65.95,,1.357559,3.14
margin,top30,8,40,,,,,11,4.519431,69.35,,1.244863,3.5
margin,top30,8,40,,,,,12,3.816034,69.73,,1.307497,3.43
margin,top30,8,40,,,,,13,2.934563,70.91,,0.958851,2.84
margin,top30,8,40,,,,,14,2.322563,72.97,,1.036655,3.57
margin,top30,8,40,,,,,15,2.015385,73.68,,1.018013,3.95
margin,top30,8,40,,,,,16,1.679417,74.54,,0.85462,4.3
margin,top30,8,40,,,,,17,1.524175,74.88,,0.639955,3.64
margin,top30,8,40,,,,,18,1.260716,75.08,,0.221489,3.54
margin,top70,1,5,,,,,1,1.87708,49.39,,0.104889,0.81
margin,top70,1,5,,,,,2,1.537014,51.7,,0.052992,1.59
margin,top70,1,5,,,,,3,1.355964,51.26,,0.179803,1.56
margin,top70,1,5,,,,,4,1.026223,52.25,,0.240559,1.05
margin,top70,1,5,,,,,5,0.936754,52.58,,0.113664,2.09
margin,top70,1,5,,,,,6,0.661867,53.15,,0.16755,3.31
margin,top70,1,5,,,,,7,0.504454,52.48,,0.21966,2.75
margin,top70,1,5,,,,,8,0.385448,52.81,,0.143007,2.58
margin,top70,2,10,,,,,1,3.897822,49.4,,0.213825,1.39
margin,top70,2,10,,,,,2,3.335959,50.87,,0.078301,1.13
margin,top70,2,10,,,,,3,3.021293,50.98,,0.415501,2.19
margin,top70,2,10,,,,,4,2.377779,51.56,,0.621681,2.23
margin,top70,2,10,,,,,5,2.044771,52.89,,0.876398,2.99
margin,top70,2,10,,,,,6,1.748263,53.7,,0.636026,3.38
margin,top70,2,10,,,,,7,1.412006,53.93,,0.712848,4.59
margin,top70,2,10,,,,,8,1.269571,54.31,,0.698812,3.99
margin,top70,2,10,,,,,9,0.922042,55.07,,0.588085,4.94
margin,top70,2,10,,,,,10,0.713555,55.61,,0.395501,5.09
margin,top70,2,10,,,,,11,0.587319,56.38,,0.212663,5.71
margin,top70,2,10,,,,,12,0.571961,55.94,,0.200988,5.31
margin,top70,2,10,,,,,13,0.528626,56.36,,0.192204,5.69
margin,top70,2,10,,,,,14,0.530963,56.41,,0.19169,5.74
margin,top70,2,10,,,,,15,0.482612,57.18,,0.222979,6.68
margin,top70,4,20,,,,,1,7.781862,49.88,,0.209688,1.05
margin,top70,4,20,,,,,2,6.736824,51.16,,0.318154,0.64
margin,top70,4,20,,,,,3,6.259159,51.39,,0.178886,1.81
margin,top70,4,20,,,,,4,5.874192,52.29,,0.604663,1.31
margin,top70,4,20,,,,,5,5.707652,52.22,,0.730881,2.14
margin,top70,4,20,,,,,6,5.223759,54.52,,0.380023,2.86
margin,top70,4,20,,,,,7,4.651102,54.25,,0.860914,1.97
margin,top70,4,20,,,,,8,3.77925,55.08,,0.77342,2.17
margin,top70,4,20,,,,,9,3.12554,56.34,,1.017079,1.88
margin,top70,4,20,,,,,10,2.804877,58.09,,0.932185,2.32
margin,top70,4,20,,,,,11,2.031652,58.25,,0.69958,3.43
margin,top70,4,20,,,,,12,1.660111,61.23,,0.5004,4.75
margin,top70,4,20,,,,,13,1.147415,62.14,,0.31014,5.2
margin,top70,4,20,,,,,14,0.838747,62.5,,0.247567,6.73
margin,top70,4,20,,,,,15,0.741118,62.34,,0.174605,7.08
margin,top70,4,20,,,,,16,0.491321,63.17,,0.089746,8.68
margin,top70,4,20,,,,,17,0.431024,63.81,,0.127216,8.52
margin,top70,4,20,,,,,18,0.381598,64.1,,0.096559,8.94
margin,top70,4,20,,,,,19,0.280164,64.1,,0.134814,8.88
margin,top70,4,20,,,,,20,0.272806,64.13,,0.13943,8.86
margin,top70,6,30,,,,,1,11.069,50.42,,0.70431,1.62
margin,top70,6,30,,,,,2,9.985535,50.88,,0.793653,2.13
margin,top70,6,30,,,,,3,8.867768,53.05,,0.609398,2.09
margin,top70,6,30,,,,,4,8.415801,52.99,,0.881557,2.9
margin,top70,6,30,,,,,5,7.51717,56.06,,1.000641,2.82
margin,top70,6,30,,,,,6,6.861105,56.7,,0.521217,3.04
margin,top70,6,30,,,,,7,6.523894,57.05,,1.167411,4.55
margin,top70,6,30,,,,,8,4.992495,59.71,,0.770258,4.47
margin,top70,6,30,,,,,9,4.536512,61.62,,0.539881,3.48
margin,top70,6,30,,,,,10,3.386678,64.9,,0.51536,4.19
margin,top70,6,30,,,,,11,2.432614,67.81,,0.643102,3.62
margin,top70,6,30,,,,,12,1.752009,69.32,,0.467936,3.35
margin,top70,6,30,,,,,13,1.536831,70.48,,0.583678,3.13
margin,top70,6,30,,,,,14,1.036537,71.73,,0.37121,2.58
margin,top70,6,30,,,,,15,0.769336,72.6,,0.307262,2.3
margin,top70,6,30,,,,,16,0.721009,72.74,,0.252954,3.46
margin,top70,6,30,,,,,17,0.675432,72.04,,0.334412,3.76
margin,top70,6,30,,,,,18,0.475178,72.43,,0.186612,3.54
margin,top70,6,30,,,,,19,0.458014,72.96,,0.087583,2.77
margin,top70,6,30,,,,,20,0.424091,73.17,,0.086202,2.54
margin,top70,6,30,,,,,21,0.420655,72.69,,0.135041,3.07
margin,top70,6,30,,,,,22,0.3621,72.6,,0.139923,3.15
margin,top70,8,40,,,,,1,14.3724,50.3,,0.59764,0.91
margin,top70,8,40,,,,,2,13.204602,53.21,,0.548647,0.99
margin,top70,8,40,,,,,3,12.716002,52.76,,1.252358,2.02
margin,top70,8,40,,,,,4,11.485384,54.76,,0.681768,2.85
margin,top70,8,40,,,,,5,11.69042,54.06,,1.810157,2.62
margin,top70,8,40,,,,,6,10.174477,56.01,,1.387752,3.05
margin,top70,8,40,,,,,7,8.638922,58.97,,1.503128,2.32
margin,top70,8,40,,,,,8,7.418592,62.39,,1.476197,2.17
margin,top70,8,40,,,,,9,5.992888,64.84,,1.408947,2.83
margin,top70,8,40,,,,,10,5.084004,67.15,,1.458428,2.61
margin,top70,8,40,,,,,11,4.182254,70.34,,1.373348,2.63
margin,top70,8,40,,,,,12,3.240826,72.08,,1.509007,3.57
margin,top70,8,40,,,,,13,2.534418,73.59,,1.20341,3.23
margin,top70,8,40,,,,,14,1.753791,75.04,,0.751662,4.13
margin,top70,8,40,,,,,15,1.444844,75.42,,0.836165,4.57
margin,top70,8,40,,,,,16,1.085288,75.9,,0.433975,3.67
margin,top70,8,40,,,,,17,1.062745,77.69,,0.429586,4.54
margin,top70,8,40,,,,,18,0.665907,77.9,,0.357853,4.62
margin,top70,8,40,,,,,19,0.618834,78.1,,0.365063,4.68
margin,top70,8,40,,,,,20,0.448292,78.64,,0.198034,5.03
margin,top70,8,40,,,,,21,0.463748,78.82,,0.268336,4.79
margin,top70,8,40,,,,,22,0.414856,78.6,,0.203195,4.8
margin,top90,1,5,,,,,1,1.815533,49.2,,0.123596,1.33
margin,top90,1,5,,,,,2,1.451752,50.42,,0.166746,0.6
margin,top90,1,5,,,,,3,1.263993,51.82,,0.287472,1.36
margin,top90,1,5,,,,,4,0.821091,54.96,,0.366016,2.14
margin,top90,1,5,,,,,5,0.59092,56.68,,0.131629,2.44
margin,top90,1,5,,,,,6,0.413507,57.39,,0.202859,2.24
margin,top90,1,5,,,,,7,0.315706,57.54,,0.132378,3.05
margin,top90,1,5,,,,,8,0.245763,57.35,,0.10611,4.17
margin,top90,1,5,,,,,9,0.205273,58.08,,0.079803,4.69
margin,top90,1,5,,,,,10,0.191135,57.72,,0.060781,5.08
margin,top90,1,5,,,,,11,0.173884,57.43,,0.050962,5.45
margin,top90,2,10,,,,,1,3.39649,50.68,,0.23168,1.6
margin,top90,2,10,,,,,2,3.102179,51.07,,0.298733,0.74
margin,top90,2,10,,,,,3,2.903033,52.02,,0.279368,0.76
margin,top90,2,10,,,,,4,2.530493,54.15,,0.491692,1.34
margin,top90,2,10,,,,,5,2.112531,53.77,,0.385695,1.57
margin,top90,2,10,,,,,6,1.93533,53.74,,0.597463,1.66
margin,top90,2,10,,,,,7,1.604154,54.91,,0.382228,1.52
margin,top90,2,10,,,,,8,0.984247,57.03,,0.701391,2.0
margin,top90,2,10,,,,,9,0.994637,56.67,,0.472977,2.74
margin,top90,2,10,,,,,10,0.682516,58.22,,0.648269,2.62
margin,top90,2,10,,,,,11,0.40261,58.64,,0.351179,3.95
margin,top90,2,10,,,,,12,0.254114,59.25,,0.229768,4.06
margin,top90,2,10,,,,,13,0.232742,58.7,,0.176683,4.66
margin,top90,2,10,,,,,14,0.165692,59.69,,0.090024,5.11
margin,top90,2,10,,,,,15,0.147982,59.42,,0.069814,5.28
margin,top90,2,10,,,,,16,0.156114,59.61,,0.085609,5.54
margin,top90,2,10,,,,,17,0.123976,60.03,,0.02671,6.17
margin,top90,2,10,,,,,18,0.102019,60.33,,0.030736,6.65
margin,top90,4,20,,,,,1,7.833161,50.39,,0.532728,1.57
margin,top90,4,20,,,,,2,6.844578,49.78,,0.60821,1.95
margin,top90,4,20,,,,,3,5.991049,51.19,,0.345522,1.99
margin,top90,4,20,,,,,4,5.860989,50.6,,0.744869,2.45
margin,top90,4,20,,,,,5,5.071333,52.11,,0.659492,1.41
margin,top90,4,20,,,,,6,4.713755,53.25,,0.96257,2.79
margin,top90,4,20,,,,,7,4.055366,54.62,,0.935059,3.68
margin,top90,4,20,,,,,8,3.638431,56.49,,0.94308,4.06
margin,top90,4,20,,,,,9,2.349044,58.5,,0.832109,4.69
margin,top90,4,20,,,,,10,2.044342,59.48,,0.873811,4.51
margin,top90,4,20,,,,,11,1.294008,62.62,,0.676319,4.84
margin,top90,4,20,,,,,12,1.032802,63.93,,0.712953,6.55
margin,top90,4,20,,,,,13,0.597448,64.47,,0.320021,5.62
margin,top90,4,20,,,,,14,0.693874,64.05,,0.316379,5.73
margin,top90,4,20,,,,,15,0.496475,64.48,,0.124144,6.2
margin,top90,4,20,,,,,16,0.335004,64.6,,0.17937,5.83
margin,top90,4,20,,,,,17,0.389468,64.65,,0.217541,5.7
margin,top90,4,20,,,,,18,0.172509,65.76,,0.141588,6.05
margin,top90,4,20,,,,,19,0.120194,65.15,,0.06109,6.7
margin,top90,4,20,,,,,20,0.146154,64.96,,0.099495,6.88
margin,top90,4,20,,,,,21,0.12147,64.66,,0.073259,7.28
margin,top90,4,20,,,,,22,0.101628,64.69,,0.039464,7.19
margin,top90,6,30,,,,,1,10.800909,50.74,,0.303971,0.49
margin,top90,6,30,,,,,2,10.251439,49.56,,0.459717,0.79
margin,top90,6,30,,,,,3,10.124529,50.2,,0.47715,1.0
margin,top90,6,30,,,,,4,8.198998,52.84,,0.87336,2.53
margin,top90,6,30,,,,,5,8.026337,51.72,,0.579216,1.58
margin,top90,6,30,,,,,6,7.225035,54.12,,0.659345,2.23
margin,top90,6,30,,,,,7,6.458985,56.7,,1.586972,3.7
margin,top90,6,30,,,,,8,5.768912,57.83,,1.567312,4.28
margin,top90,6,30,,,,,9,4.593089,60.27,,1.675881,5.29
margin,top90,6,30,,,,,10,3.728396,62.38,,1.355632,3.79
margin,top90,6,30,,,,,11,3.218732,63.45,,1.492109,4.11
margin,top90,6,30,,,,,12,2.569228,64.29,,1.24489,2.73
margin,top90,6,30,,,,,13,2.329012,65.89,,1.48411,3.29
margin,top90,6,30,,,,,14,1.845284,67.04,,1.188834,2.77
margin,top90,6,30,,,,,15,1.56433,68.75,,1.31936,3.14
margin,top90,6,30,,,,,16,1.29494,68.75,,0.901381,2.14
margin,top90,6,30,,,,,17,0.951222,68.65,,0.682541,2.3
margin,top90,6,30,,,,,18,0.639178,69.64,,0.54573,2.08
margin,top90,6,30,,,,,19,0.568779,70.52,,0.540522,2.28
margin,top90,6,30,,,,,20,0.377761,70.14,,0.146349,2.27
margin,top90,6,30,,,,,21,0.312751,70.04,,0.171971,1.93
margin,top90,6,30,,,,,22,0.272231,71.26,,0.133393,3.79
margin,top90,6,30,,,,,23,0.195038,71.3,,0.14795,3.81
margin,top90,6,30,,,,,24,0.214187,71.14,,0.137183,3.84
margin,top90,8,40,,,,,1,14.721845,49.79,,0.613824,0.57
margin,top90,8,40,,,,,2,13.562875,50.25,,0.634669,1.27
margin,top90,8,40,,,,,3,12.486946,51.47,,0.941519,0.42
margin,top90,8,40,,,,,4,11.442315,53.28,,0.515857,2.69
margin,top90,8,40,,,,,5,10.451416,54.26,,0.684789,1.35
margin,top90,8,40,,,,,6,9.935403,55.54,,1.536213,2.27
margin,top90,8,40,,,,,7,8.685356,59.44,,0.860682,0.92
margin,top90,8,40,,,,,8,7.370267,60.85,,1.171572,2.01
margin,top90,8,40,,,,,9,6.416973,63.09,,1.262993,3.01
margin,top90,8,40,,,,,10,5.087935,65.24,,1.385806,1.6
margin,top90,8,40,,,,,11,4.011078,68.32,,1.041687,3.12
margin,top90,8,40,,,,,12,2.946899,71.72,,0.824456,3.15
margin,top90,8,40,,,,,13,2.412885,73.11,,0.615825,2.45
margin,top90,8,40,,,,,14,1.8752,74.09,,0.763771,2.54
margin,top90,8,40,,,,,15,1.274141,74.62,,0.514074,2.63
margin,top90,8,40,,,,,16,1.016533,76.17,,0.33334,2.33
margin,top90,8,40,,,,,17,0.585337,76.19,,0.152482,2.23
margin,top90,8,40,,,,,18,0.445524,76.44,,0.166302,2.46
margin,top90,8,40,,,,,19,0.317218,75.89,,0.100885,2.67
margin,top90,8,40,,,,,20,0.245031,75.91,,0.085055,3.49
margin,top90,8,40,,,,,21,0.200341,75.61,,0.080112,2.61
margin,top90,8,40,,,,,22,0.154634,76.48,,0.107516,2.54
margin,top90,8,40,,,,,23,0.193113,76.25,,0.121493,2.65
margin,top90,8,40,,,,,24,0.148462,75.75,,0.080129,2.52
margin,top90,8,40,,,,,25,0.149422,76.25,,0.088118,2.65
margin,top90,8,40,,,,,26,0.148597,76.42,,0.082135,2.65
softmax,top10,1,5,,,,,1,1.401586,50.8,,0.146722,1.66
softmax,top10,1,5,,,,,2,1.12227,51.34,,0.088912,2.01
softmax,top10,1,5,,,,,3,0.947109,51.28,,0.091712,2.02
softmax,top10,1,5,,,,,4,0.834344,51.84,,0.285541,0.78
softmax,top10,1,5,,,,,5,0.598802,52.43,,0.199732,0.81
softmax,top10,1,5,,,,,6,0.364636,51.85,,0.157738,1.36
softmax,top10,1,5,,,,,7,0.251056,52.6,,0.157173,1.93
softmax,top10,1,5,,,,,8,0.147843,52.05,,0.16981,2.55
softmax,top10,1,5,,,,,9,0.063488,51.99,,0.07543,1.53
softmax,top10,1,5,,,,,10,0.02372,52.57,,0.033947,2.08
softmax,top10,1,5,,,,,11,0.011814,53.98,,0.019315,2.34
softmax,top10,1,5,,,,,12,0.008477,51.99,,0.013767,1.57
softmax,top10,1,5,,,,,13,0.000292,52.82,,0.000373,1.8
softmax,top10,1,5,,,,,14,0.000634,51.88,,0.001032,3.51
